X,Y,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
O=CC=O,1.2363,58.005479304000005,0.0,2,0,0,2,4,1,0,34.14,0.2973400778709586,-0.6158000000000001,5.78286782639267,0,0,0,0,0,0,0,0,0
CC(C)=O,1.236,58.041864812,0.6666666666666666,1,0,0,1,4,2,0,17.07,0.3982369618339747,0.5952999999999999,7.350031908481533,0,0,0,0,0,0,0,0,0
C=CCO,1.236,58.041864812,0.3333333333333333,1,1,0,1,4,2,0,20.23,0.425825650815454,0.16469999999999996,5.4088624731114985,0,0,0,0,0,0,0,0,0
C1COC1,1.236,58.041864812,1.0,1,0,1,1,4,0,0,9.23,0.3916450287186053,0.40670000000000006,7.668953982060129,0,1,1,0,0,0,0,1,1
CCO,1.233668218,46.041864812,1.0,1,1,0,1,3,2,0,20.23,0.40680796565539457,-0.0014000000000000123,5.746471771089288,0,0,0,0,0,0,0,0,0
CNC=O,1.228647734,59.03711378,0.5,2,1,0,2,4,1,0,29.1,0.3999167569393753,-0.6378000000000001,7.432487347884898,0,0,0,0,0,0,0,0,0
CC(C)N,1.2283,59.073499287999994,1.0,1,2,0,1,4,3,0,26.02,0.4279299473771721,0.35350000000000004,6.757168217117533,0,0,0,0,0,0,0,0,0
CCCN,1.2283,59.073499287999994,1.0,1,2,0,1,4,3,0,26.02,0.46327091845476276,0.3551000000000001,6.699645268709309,0,0,0,0,0,0,0,0,0
CN(C)N,1.2211,60.06874825599999,1.0,2,2,0,2,4,3,0,29.259999999999998,0.2992187840448161,-0.5783,6.443367314435173,0,0,0,0,0,0,0,0,0
NCCN,1.2211,60.06874825599999,1.0,2,4,0,2,4,3,0,52.04,0.4034955207762654,-1.0962,3.9202808360643573,0,0,0,0,0,0,0,0,0
CNNC,1.2211,60.06874825599999,1.0,2,2,0,2,4,3,0,24.06,0.39248056715019347,-0.6598000000000002,7.957205621139023,0,0,0,0,0,0,0,0,0
NCCO,1.214072532,61.052763844,1.0,2,3,0,2,4,3,0,46.25,0.4055784163621654,-1.0626000000000002,5.727361801576973,0,0,0,0,0,0,0,0,0
OCCO,1.2071,62.036779432,1.0,2,2,0,2,4,3,0,40.46,0.40752789066641704,-1.0290000000000001,7.902865932758557,0,0,0,0,0,0,0,0,0
OCCF,1.1934,64.032443,1.0,1,1,0,2,4,2,0,20.23,0.45286431068065053,-0.05180000000000007,7.497333501731052,0,0,0,0,0,0,0,0,0
CN(C)C,1.1777,59.073499287999994,1.0,1,0,0,1,4,3,0,3.24,0.3844627806876072,0.17779999999999996,7.869091262159956,0,0,0,0,0,0,0,0,0
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,1.177450183,146.0579088,1.0,4,2,2,4,10,2,0,58.92,0.4366832812212583,-1.4942000000000004,7.541362031888924,0,2,2,0,0,0,0,2,2
O=CO,1.175855294,46.005479304,0.0,2,1,0,2,3,0,0,37.3,0.3801607209681124,-0.29919999999999997,6.467169641029622,0,0,0,0,0,0,0,0,0
NCc1ccc(CN)cc1,1.175071806,136.100048384,0.25,2,4,1,2,10,4,0,52.04,0.6253132172200817,0.6039999999999998,7.579834876668798,0,0,0,1,0,1,0,0,0
C1CCNC1,1.15,71.073499288,1.0,1,1,1,1,5,0,0,12.03,0.4347944578283113,0.3697999999999999,4.0824653751088515,0,1,1,0,0,0,0,1,1
N#CCCO,1.1483,71.03711378,0.6666666666666666,2,1,0,2,5,2,0,44.019999999999996,0.4684958659524145,-0.10762000000000005,7.153403982060129,0,0,0,0,0,0,0,0,0
CC(O)C#N,1.148258691,71.03711378,0.6666666666666666,2,1,0,2,5,2,0,44.019999999999996,0.4048148044160777,-0.10922000000000004,7.609849360671795,0,0,0,0,0,0,0,0,0
O=CC1CO1,1.1423,72.021129368,0.6666666666666666,2,0,1,2,5,1,0,29.6,0.31090802941684265,-0.41590000000000005,7.1791310781449145,0,1,1,0,0,0,0,1,1
C=C(C)OC,1.142,72.057514876,0.5,1,0,0,1,5,3,0,9.23,0.422298955221396,1.1664,7.742274985740837,0,0,0,0,0,0,0,0,0
CN(C)C=O,1.13611233,73.052763844,0.6666666666666666,2,0,0,2,5,2,0,20.310000000000002,0.3902682398861675,-0.2956000000000001,7.511999803166079,0,0,0,0,0,0,0,0,0
CNC(C)=O,1.13611233,73.052763844,0.6666666666666666,2,1,0,2,5,2,0,29.1,0.4207171469569102,-0.24770000000000003,7.283350352616628,0,0,0,0,0,0,0,0,0
CC(C)CN,1.1359,73.08914935199999,1.0,1,2,0,1,5,4,0,26.02,0.4830069343358933,0.6011000000000001,6.929632144583064,0,0,0,0,0,0,0,0,0
CCCCN,1.1359,73.08914935199999,1.0,1,2,0,1,5,4,0,26.02,0.5124148721749513,0.7452000000000001,6.890741322126056,0,0,0,0,0,0,0,0,0
CC(C)(C)N,1.135850982,73.08914935199999,1.0,1,2,0,1,5,0,0,26.02,0.4494698079729435,0.7436,5.816099112206253,0,0,0,0,0,0,0,0,0
CCNCC,1.135850982,73.08914935199999,1.0,1,1,0,1,5,4,0,12.03,0.5048540523547576,0.6157999999999999,6.188821276982746,0,0,0,0,0,0,0,0,0
CCC(=O)O,1.130304889,74.036779432,0.6666666666666666,2,1,0,2,5,2,0,37.3,0.4908446664452931,0.481,7.113529922096046,0,0,0,0,0,0,0,0,0
CC(=O)CO,1.1303,74.036779432,0.6666666666666666,2,1,0,2,5,3,0,37.3,0.45783134684806254,-0.43229999999999996,7.175166608486578,0,0,0,0,0,0,0,0,0
OCC1CO1,1.1303,74.036779432,1.0,2,1,1,2,5,2,0,32.76,0.42021583717116606,-0.6225,7.946412282956233,0,1,1,0,0,0,0,1,1
C1COCO1,1.1303,74.036779432,1.0,2,0,1,2,5,0,0,18.46,0.4020858486861461,-0.009299999999999975,7.267324057971159,0,1,1,0,0,0,0,1,1
CN(C)N=O,1.1303,74.048012812,1.0,3,0,0,3,5,3,0,32.67,0.329191429318106,0.22939999999999994,7.266668383634508,0,0,0,0,0,0,0,0,0
CNC(N)=O,1.130281439,74.048012812,0.5,3,3,0,3,5,1,0,55.12,0.39133172914084335,-0.7155,7.191915129196638,0,0,0,0,0,0,0,0,0
CC(C)(C)O,1.130047012,74.07316494,1.0,1,1,0,1,5,0,0,20.23,0.4498276567484776,0.7771999999999999,5.430955135725126,0,0,0,0,0,0,0,0,0
CC(N)CN,1.130023576,74.08439831999999,1.0,2,4,0,2,5,4,0,52.04,0.4315259494144723,-0.7077,7.654403389751576,0,0,0,0,0,0,0,0,0
CCOC(=O)N1CCN(C)CC1,1.13,172.121177752,0.875,4,0,1,4,12,3,0,32.78,0.5733358576401895,0.3903000000000001,7.6695434803687474,0,1,1,0,0,0,0,1,1
O=C(O)C1CCCN1,1.129135649,115.063328528,0.8,3,2,1,3,8,1,0,49.33,0.4982089208893278,-0.177,7.959858958576049,0,1,1,0,0,0,0,1,1
N#CN,1.124514989,42.021798063999995,0.0,2,2,0,2,3,0,0,49.81,0.29116796106751763,-0.57382,6.442397613057594,0,0,0,0,0,0,0,0,0
CC(O)CN,1.1243,75.068413908,1.0,2,3,0,2,5,4,0,46.25,0.4337552925789797,-0.6741000000000001,7.508943442194631,0,0,0,0,0,0,0,0,0
CNCCO,1.124296456,75.068413908,1.0,2,2,0,2,5,4,0,32.26,0.4500277668317745,-0.8019000000000001,6.136793670625321,0,0,0,0,0,0,0,0,0
C=O,1.1206,30.010564684,0.0,1,0,0,1,2,0,0,17.07,0.36062445834190227,-0.1849,7.25852304646798,0,0,0,0,0,0,0,0,0
CC(=O)OO,1.1189,76.016043988,0.5,3,1,0,3,5,2,0,46.53,0.32660825869027316,0.02249999999999991,6.566980454778005,0,0,0,0,0,0,0,0,0
NC(=O)NO,1.1189,76.027277368,0.0,4,4,0,4,5,1,0,75.35000000000001,0.25664360627911675,-0.9561000000000002,6.815518916316465,0,0,0,0,0,0,0,0,0
OCCCO,1.118643879,76.052429496,1.0,2,2,0,2,5,4,0,40.46,0.4590493065582775,-0.6389,7.959537294373532,0,0,0,0,0,0,0,0,0
CC(O)CO,1.1186,76.052429496,1.0,2,2,0,2,5,4,0,40.46,0.43583499661104974,-0.6405000000000001,7.321960732576383,0,0,0,0,0,0,0,0,0
NNCCO,1.1186,76.063662876,1.0,3,4,0,3,5,4,0,58.28,0.275272381761015,-1.5579999999999998,5.615753127341291,0,0,0,0,0,0,0,0,0
COCCO,1.1186,76.052429496,1.0,2,1,0,2,5,4,0,29.46,0.48573367049540345,-0.37489999999999996,7.828482926187486,0,0,0,0,0,0,0,0,0
NC(=O)CF,1.1132,77.027691968,0.5,2,2,0,3,5,1,0,43.09,0.4476282862758779,-0.5588000000000002,6.372406029203579,0,0,0,0,0,0,0,0,0
O=C(O)CF,1.1077,78.011707556,0.5,2,1,0,3,5,1,0,37.3,0.4804334336540837,0.040500000000000036,6.002960961893867,0,0,0,0,0,0,0,0,0
CS(C)=O,1.1072,78.013935812,1.0,1,0,0,2,4,2,0,17.07,0.3981850774633207,-0.005299999999999971,7.617431239585212,0,0,0,0,0,0,0,0,0
OCCS,1.107148825,78.013935812,1.0,1,1,0,2,4,3,0,20.23,0.4198536028422452,-0.09150000000000003,5.46412560617779,0,0,0,0,0,0,0,0,0
N#CS.N=C(N)N,1.106488088,118.03131719199999,0.0,4,5,0,5,7,0,0,99.68,0.14541034985026238,-0.76415,7.477733050256965,0,0,0,0,0,0,0,0,0
NCCCC(=O)O,1.1006,103.063328528,0.75,3,3,0,3,7,4,0,63.32,0.5200092163601909,-0.19009999999999977,7.528214062392866,0,0,0,0,0,0,0,0,0
O=C(O)CBr,1.1002,137.931641436,0.5,2,1,0,3,5,1,0,37.3,0.5356083725531837,0.46590000000000004,6.01411804691411,0,0,0,0,0,0,0,0,0
c1ccnnc1,1.0964,80.037448128,0.0,2,0,1,2,6,0,0,25.78,0.4525571430979931,0.4765999999999999,6.953049248332318,0,0,0,0,1,1,0,0,0
c1cncnc1,1.0964,80.037448128,0.0,2,0,1,2,6,0,0,25.78,0.4525571430979931,0.4765999999999999,6.863549840048295,0,0,0,0,1,1,0,0,0
OCCCl,1.094128597,80.00289246,1.0,1,1,0,2,4,2,0,20.23,0.44689761011841245,0.21749999999999997,7.452999435796985,0,0,0,0,0,0,0,0,0
OCC(O)C(O)C(O)C(O)CO,1.09,182.079038168,1.0,6,6,0,6,12,11,0,121.38000000000001,0.2612626527203185,-3.5854000000000004,8.003893021575179,0,0,0,0,0,0,0,0,0
Cn1ccnc1,1.085625105,82.053098192,0.25,2,0,1,2,6,1,0,17.82,0.44321566985872485,0.4200999999999999,7.3079107921770685,0,0,0,0,1,1,0,0,0
Cc1ccn[nH]1,1.085625105,82.053098192,0.25,2,1,1,2,6,1,0,28.68,0.49044689078380066,0.7181199999999999,7.35160925371553,0,0,0,0,1,1,0,0,0
C#CC(C)(C)O,1.075111062,84.057514876,0.6,1,1,0,1,6,3,0,20.23,0.42083972762220634,0.3905,7.882810449945532,0,0,0,0,0,0,0,0,0
N#CCC(=O)O,1.07026441,85.016378336,0.3333333333333333,3,1,0,3,6,1,0,61.089999999999996,0.48651119057240294,-0.015319999999999945,5.825714021211571,0,0,0,0,0,0,0,0,0
CC(C)(O)C#N,1.07,85.052763844,0.75,2,1,0,2,6,3,0,44.019999999999996,0.4292284727392028,0.2808800000000001,7.367633794673839,0,0,0,0,0,0,0,0,0
O=C1CCCN1,1.07,85.052763844,0.75,2,1,1,2,6,0,0,29.1,0.4368355272348544,-0.10360000000000008,7.327426350505103,0,1,1,0,0,0,0,1,1
C1CCNCC1,1.069815348,85.08914935199999,1.0,1,1,1,1,6,0,0,12.03,0.4576362279207808,0.7599,4.5327498818489005,0,1,1,0,0,0,0,1,1
O=C1CCCO1,1.065047292,86.036779432,0.75,2,0,1,2,6,0,0,26.3,0.3967776605314054,0.3234,6.937113975200941,0,1,1,0,0,0,0,1,1
C1OC1C1CO1,1.065,86.036779432,1.0,2,0,2,2,6,1,0,25.06,0.41216492932960364,-0.21599999999999997,7.7515103673894945,0,2,2,0,0,0,0,2,2
C/C=C\C(=O)O,1.065,86.036779432,0.25,2,1,0,2,6,2,0,37.3,0.4754507760803202,0.6471,7.2220869194980235,0,0,0,0,0,0,0,0,0
C1O[C@@H]1[C@H]1CO1,1.065,86.036779432,1.0,2,0,2,2,6,1,0,25.06,0.41216492932960364,-0.21599999999999997,7.7515103673894945,0,2,2,0,0,0,0,2,2
C1O[C@@H]1[C@@H]1CO1,1.065,86.036779432,1.0,2,0,2,2,6,1,0,25.06,0.41216492932960364,-0.21599999999999997,7.7515103673894945,0,2,2,0,0,0,0,2,2
C1O[C@H]1[C@H]1CO1,1.065,86.036779432,1.0,2,0,2,2,6,1,0,25.06,0.41216492932960364,-0.21599999999999997,7.7515103673894945,0,2,2,0,0,0,0,2,2
C1CNCCN1,1.0648,86.08439831999999,1.0,2,2,1,2,6,0,0,24.06,0.4022372466625182,-0.8208,7.810190302155988,0,1,1,0,0,0,0,1,1
COC1COC2C(OC)COC12,1.059991817,174.089208928,1.0,4,0,2,4,12,4,0,36.92,0.5813613493708808,-0.18600000000000017,7.584257436821374,0,2,2,0,0,0,0,2,2
C1COCCN1,1.0599,87.068413908,1.0,2,1,1,2,6,0,0,21.259999999999998,0.4340574553786442,-0.3938000000000001,7.8604072846975654,0,1,1,0,0,0,0,1,1
CC(=O)N(C)C,1.059872163,87.068413908,0.75,2,0,0,2,6,3,0,20.310000000000002,0.40990688283686294,0.09450000000000003,7.400216635287434,0,0,0,0,0,0,0,0,0
CCCCCN,1.0597,87.10479941599999,1.0,1,2,0,1,6,5,0,26.02,0.5130177383287362,1.1353,6.9782223656596445,0,0,0,0,0,0,0,0,0
CC(C)N(C)C,1.0597,87.10479941599999,1.0,1,0,0,1,6,5,0,3.24,0.46010717197865353,0.9564,5.179943193033149,0,0,0,0,0,0,0,0,0
CCNC(C)C,1.0597,87.10479941599999,1.0,1,1,0,1,6,5,0,12.03,0.5295960389423651,1.0043,7.056816775108748,0,0,0,0,0,0,0,0,0
CC(=O)C(=O)O,1.0552,88.016043988,0.3333333333333333,3,1,0,3,6,2,0,54.37,0.4459283845851701,-0.3399999999999999,6.050730905137051,0,0,0,0,0,0,0,0,0
CC(O)CC=O,1.055,88.052429496,0.75,2,1,0,2,6,4,0,37.3,0.4806048126370752,-0.043800000000000006,6.2165609067643075,0,0,0,0,0,0,0,0,0
OC1CCOC1,1.055,88.052429496,1.0,2,1,1,2,6,1,0,29.46,0.4428375297106922,-0.23239999999999994,6.460706081409514,0,1,1,0,0,0,0,1,1
CC(=O)C(C)O,1.055,88.052429496,0.75,2,1,0,2,6,4,0,37.3,0.4878577781338866,-0.043800000000000006,7.892067572695413,0,0,0,0,0,0,0,0,0
C1COCCO1,1.054994515,88.052429496,1.0,2,0,1,2,6,0,0,18.46,0.4157492501598946,0.03320000000000001,7.188606307166709,0,1,1,0,0,0,0,1,1
CCC[NH2+]CC,1.054659457,88.11207586808999,1.0,1,2,0,1,6,5,0,16.61,0.4668582729351071,-0.020300000000000207,7.448016112347503,0,0,0,0,0,0,0,0,0
CCC(N)CO,1.0499,89.084063972,1.0,2,3,0,2,6,5,0,46.25,0.48829600866503803,-0.2840000000000001,7.62915764148211,0,0,0,0,0,0,0,0,0
CN(C)CCO,1.0499,89.084063972,1.0,2,1,0,2,6,5,0,23.47,0.4945926556736864,-0.45970000000000016,5.5967149362772615,0,0,0,0,0,0,0,0,0
CC(C)(N)CO,1.0499,89.084063972,1.0,2,3,0,2,6,5,0,46.25,0.4636750011641191,-0.2840000000000001,6.223519622802149,0,0,0,0,0,0,0,0,0
CCC(O)CN,1.0499,89.084063972,1.0,2,3,0,2,6,5,0,46.25,0.48829600866503814,-0.2839999999999999,7.62915764148211,0,0,0,0,0,0,0,0,0
CC(O)C(=O)O,1.0454,90.031694052,0.6666666666666666,3,2,0,3,6,3,0,57.53,0.45393595064720316,-0.5482,7.558045693335154,0,0,0,0,0,0,0,0,0
COCC(=O)O,1.0454,90.031694052,0.6666666666666666,3,1,0,3,6,3,0,46.53,0.5067643971594255,-0.2826,6.855455089259296,0,0,0,0,0,0,0,0,0
CC(O)CCO,1.0452,90.06807956,1.0,2,2,0,2,6,5,0,40.46,0.49054291541768236,-0.25039999999999996,7.487428128598864,0,0,0,0,0,0,0,0,0
CCOCCO,1.0452,90.06807956,1.0,2,1,0,2,6,5,0,29.46,0.49472125079952195,0.015200000000000047,7.973542807332137,0,0,0,0,0,0,0,0,0
COC(C)OC,1.0452,90.06807956,1.0,2,0,0,2,6,5,0,18.46,0.46274848378493627,0.6252,7.757958320940261,0,0,0,0,0,0,0,0,0
OCCCCO,1.045169179,90.06807956,1.0,2,2,0,2,6,5,0,40.46,0.4690628122836084,-0.24880000000000008,7.9100044273544805,0,0,0,0,0,0,0,0,0
COCC(C)O,1.045169179,90.06807956,1.0,2,1,0,2,6,5,0,29.46,0.5173841339875317,0.013600000000000112,7.077922638073929,0,0,0,0,0,0,0,0,0
COCCOC,1.045169179,90.06807956,1.0,2,0,0,2,6,5,0,18.46,0.4632611164076684,0.2792,7.567720805756208,0,0,0,0,0,0,0,0,0
CCC(O)CO,1.045169179,90.06807956,1.0,2,2,0,2,6,5,0,40.46,0.49054291541768236,-0.25039999999999996,7.487428128598864,0,0,0,0,0,0,0,0,0
C[C@H](O)[C@@H](C)O,1.045169179,90.06807956,1.0,2,2,0,2,6,5,0,40.46,0.46574414882903137,-0.252,7.659980327273683,0,0,0,0,0,0,0,0,0
O=[N+]([O-])CCO,1.0406,91.02694302,1.0,4,1,0,4,6,3,0,63.37,0.35914169129464496,-0.7445999999999999,6.796271933930366,0,0,0,0,0,0,0,0,0
NCC(O)CO,1.040433953,91.063328528,1.0,3,4,0,3,6,5,0,66.48,0.3791834215048575,-1.7017,7.381670606244681,0,0,0,0,0,0,0,0,0
C[N+](C)(C)C.[OH-],1.040224269,91.099714036,1.0,2,1,0,2,6,4,0,30.0,0.3900416776768559,0.14559999999999995,5.940745328258008,0,0,0,0,0,0,0,0,0
OCC(O)CO,1.035768663,92.047344116,1.0,3,3,0,3,6,5,0,60.69,0.3814944322102413,-1.6681000000000001,4.001321647481787,0,0,0,0,0,0,0,0,0
C#CC(C)(C)N,1.031655988,83.073499288,0.6,1,2,0,1,6,3,0,26.02,0.42023681223030873,0.3569000000000001,4.52952808632519,0,0,0,0,0,0,0,0,0
Cc1ccccn1,1.03091506,93.057849224,0.16666666666666666,1,0,1,1,7,1,0,12.89,0.4719983679006756,1.39002,7.320943882395435,0,0,0,0,1,1,0,0,0
Cc1ccncc1,1.0309,93.057849224,0.16666666666666666,1,0,1,1,7,1,0,12.89,0.4719983679006756,1.39002,7.31184893734049,0,0,0,0,1,1,0,0,0
Cc1cccnc1,1.0309,93.057849224,0.16666666666666666,1,0,1,1,7,1,0,12.89,0.4719983679006756,1.39002,7.31184893734049,0,0,0,0,1,1,0,0,0
Cc1cnccn1,1.0263,94.053098192,0.2,2,0,1,2,7,1,0,25.78,0.4745494696119243,0.7850199999999999,6.9635250646941405,0,0,0,0,1,1,0,0,0
Nc1cccnc1,1.0263,94.053098192,0.0,2,2,1,2,7,1,0,38.91,0.5126510027980979,0.6638000000000001,7.239008980778056,0,0,0,0,1,1,0,0,0
N#CCCCC#N,1.0263,94.053098192,0.6,2,0,0,2,7,2,0,47.58,0.48253688669675093,1.20386,6.746376436259653,0,0,0,0,0,0,0,0,0
O=c1cccc[nH]1,1.0218,95.03711378,0.0,2,1,1,2,7,0,0,32.86,0.4959428487135856,0.37490000000000007,6.971472330638607,0,0,0,0,1,1,0,0,0
O=c1cc[nH]cc1,1.0218,95.03711378,0.0,2,1,1,2,7,0,0,32.86,0.4959428487135856,0.37490000000000007,7.019260022946299,0,0,0,0,1,1,0,0,0
[O-][n+]1ccccc1,1.0218,95.03711378,0.0,2,0,1,2,7,0,0,26.939999999999998,0.33649125455948037,0.3200000000000002,7.238804638330914,0,0,0,0,1,1,0,0,0
O=C(O)C(F)F,1.0176,96.002285744,0.5,2,1,0,4,6,1,0,37.3,0.5105149761883968,0.3361,5.250364200760265,0,0,0,0,0,0,0,0,0
CS(=O)(=O)O,1.017244979,95.988114988,1.0,3,1,0,4,5,2,0,54.37,0.4136209139685819,-0.49599999999999983,6.504201633599182,0,0,0,0,0,0,0,0,0
O=C(CO)CO,1.013864214,90.031694052,0.6666666666666666,3,2,0,3,6,4,0,57.53,0.4353852085134311,-1.4599000000000002,7.173525115784495,0,0,0,0,0,0,0,0,0
NCc1ccco1,1.012704742,97.052763844,0.2,2,2,1,2,7,2,0,39.16,0.5609138019516412,0.7383000000000001,7.392556190087742,0,0,0,0,1,1,0,0,0
CC(C#N)NC=O,1.008308858,98.048012812,0.5,3,1,0,3,7,2,0,52.89,0.47952458100558626,-0.35552,7.430393937553495,0,0,0,0,0,0,0,0,0
OCc1ccco1,1.0083,98.036779432,0.2,2,1,1,2,7,2,0,33.370000000000005,0.562462027989617,0.7719,7.244346043715121,0,0,0,0,1,1,0,0,0
c1nc[nH]n1,1.005827448,69.03269709599999,0.0,3,1,1,3,5,0,0,41.57,0.4582074400555656,-0.19529999999999997,6.744248989655579,0,0,0,0,1,1,0,0,0
