X,Y,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,2.516764029,470.20663869200075,0.19230769230769232,9,2,5,9,35,8,0,95.75999999999999,0.377487357319337,4.635000000000003,6.495413423685962,0,1,1,2,2,4,0,1,1
CCN1CCN(S(=O)(=O)Cc2ccc(Cl)c(Cl)c2)CC1,3.159066443,336.0466041760005,0.5384615384615384,4,0,2,7,20,5,0,40.620000000000005,0.8474568157672796,2.4607,7.49568998026475,0,1,1,1,0,1,0,1,1
O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,1.28688292,425.1521605960006,0.38095238095238093,8,1,5,9,30,5,0,96.67,0.6714427615145171,1.9751999999999998,7.907229423339298,1,1,2,1,2,3,1,1,2
CCn1c(CO)nn(-c2cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,2.243926822,520.0936738360004,0.2857142857142857,8,2,3,14,35,10,0,98.38,0.45790808492816215,4.059700000000002,7.526552816042135,0,0,0,2,1,3,0,0,0
CCN(C/C=C\c1ccc(C2CCCCC2)c(Cl)c1)C1CCCCC1,2.771252261,359.237977768001,0.6521739130434783,1,0,3,2,25,7,0,3.24,0.525222123463278,7.055500000000007,8.031861759536598,2,0,2,1,0,1,2,0,2
NCCN1CCN(C/C=C/C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2)CC1,1.697299103,581.3226714880011,0.375,11,4,6,11,43,11,0,131.66,0.28619531650875424,3.1638,8.522499287294863,0,2,2,2,2,4,0,2,2
Cn1c(C2CC2)nc2c1CCN(c1ncnc3ccsc13)C2,3.038396003,311.12046654400046,0.4375,5,0,5,6,22,3,0,46.84,0.7299425018110508,2.8649000000000013,7.400378950830539,1,1,2,0,3,3,1,0,1
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,2.199853869,371.2249145480008,0.23076923076923078,2,0,3,2,28,11,0,12.47,0.4505726789966775,5.9961000000000055,7.254349143815537,0,0,0,3,0,3,0,0,0
COc1nn(C)cc1C(=O)Nc1cccc2cnccc12,2.255957185,282.1116756880004,0.13333333333333333,6,1,3,6,21,5,0,69.04,0.7994715258256334,2.2291999999999996,7.088758678173943,0,0,0,1,2,3,0,0,0
CNC(=O)C1(Cc2ccc(-c3ccncc3)cc2)CCN(Cc2cccc(F)c2)C1,2.949896713,403.2059906720007,0.28,4,1,4,5,30,7,0,45.230000000000004,0.6749191963025245,4.068500000000003,7.7490363352991825,0,1,1,2,1,3,0,1,1
Cc1ncc(CN2CCC(Nc3ccc4nnnn4n3)C(C)C2)s1,2.088001348,344.15316364000057,0.5333333333333333,8,1,4,9,24,6,0,84.13000000000001,0.7694344971927783,1.6067199999999997,6.75286675953034,0,1,1,0,3,3,0,1,1
Cc1nc(Nc2nccs2)cc(C2CN(c3ncccn3)C2)n1,1.870152152,325.11096448000046,0.26666666666666666,7,1,4,8,23,5,0,79.72000000000001,0.7885399535213751,2.37892,7.223937365488222,0,1,1,0,3,3,0,1,1
COc1ccc(Nc2c(C#N)cnc3cc(OC)c(OC)cc23)cc1Cl,2.759158477,369.08801905200045,0.15789473684210525,6,1,3,7,26,8,0,76.4,0.7116298738789638,4.529280000000003,7.077728376422281,0,0,0,2,1,3,0,0,0
COc1ccc(CCCN2CCN(c3cnn(C)c3)C(=O)C2)cc1F,1.644537058,346.18050419600064,0.4444444444444444,6,0,3,7,25,8,0,50.6,0.8010085681239107,1.8491999999999997,7.951246249071886,0,1,1,1,1,2,0,1,1
Cc1noc(C(C)C)c1C(=O)N1CC(C)OC(c2ccccc2)C1,3.206827764,328.1786926280007,0.47368421052631576,5,0,3,5,24,7,0,55.57000000000001,0.8617090952211385,3.7086200000000034,7.658013651849874,0,1,1,1,1,2,0,1,1
CN(Cc1ccccc1)C1(C(=O)N2CCNC(=O)CC2)Cc2ccccc2C1,3.440209084,377.2103271040007,0.391304347826087,5,1,4,5,28,5,0,52.650000000000006,0.886826364553261,2.0044999999999997,7.262984376499574,1,1,2,2,0,2,0,1,1
Cc1c(F)cccc1NC(=O)CN1[C@H](Cc2ccccc2)C[C@]2(C)NC(=O)CCC[C@H]12,3.037958084,423.23220542000087,0.44,5,2,4,6,31,7,0,61.440000000000005,0.7687312743152112,3.817020000000002,8.410436391029625,0,2,2,2,0,2,0,2,2
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,2.484587375,490.22499118800096,0.5416666666666666,9,3,3,10,34,10,0,124.68,0.5417624275928407,3.0740000000000016,7.800134940715017,1,1,2,1,0,1,1,0,1
O=S(=O)(c1cccc2c(O)nccc12)N1CCCNCC1,2.280027186,307.0990624040005,0.35714285714285715,6,2,3,7,21,3,0,82.53,0.8620863798782131,0.9243999999999999,7.564557343405043,0,1,1,1,1,2,0,1,1
Cc1ccc(NC(=O)CN2[C@H](Cc3ccccc3)C[C@]3(C)NC(=O)CCC[C@H]23)cc1F,3.521284437,423.2322054200008,0.44,5,2,4,6,31,7,0,61.440000000000005,0.7687312743152112,3.817020000000003,8.406294578099255,0,2,2,2,0,2,0,2,2
