X,Y,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
BrCCCCCCBr,-0.9136980491148368,241.930574584,1.0,0,0,0,2,8,5,0,0.0,0.5135025983042818,3.3366000000000025,7.420381125237897,0,0,0,0,0,0,0,0,0
BrCCc1ccccc1,-0.7285806099415,183.988762388,0.25,0,0,1,1,9,2,0,0.0,0.6209538490258377,2.6240000000000006,7.509424866551356,0,0,0,1,0,1,0,0,0
BrC/C=C/CBr,0.4965125580011479,211.883624392,0.5,0,0,0,2,6,2,0,0.0,0.4882759499437308,2.3324000000000007,7.263404014700732,0,0,0,0,0,0,0,0,0
BrCc1cccc(Oc2ccccc2)c1,-0.945986301158865,261.99932707200014,0.07692307692307693,1,0,2,2,15,3,0,9.23,0.7467628218934752,4.373800000000003,7.214522496456667,0,0,0,2,0,2,0,0,0
N#Cc1cccc(CBr)c1,-1.2365889634700211,194.968361292,0.125,1,0,1,2,10,1,0,23.79,0.6325101517966469,2.4531800000000006,6.42904078304064,0,0,0,1,0,1,0,0,0
O=C(Nc1ccccc1)c1ccc(Br)c(Br)c1OBr,0.5039598790130447,446.81051479600023,0.0,3,1,2,6,19,3,0,38.33,0.7031358044759303,5.152600000000001,6.496540008660764,0,0,0,2,0,2,0,0,0
O=C/C(Br)=C/c1ccccc1,-0.8369871662941983,209.968026944,0.0,1,0,1,2,11,2,0,17.07,0.5423590537409062,2.6213000000000006,7.074501579838069,0,0,0,1,0,1,0,0,0
Br/C=C/Br,0.4770118247899465,183.852324264,0.0,0,0,0,2,4,0,0,0.0,0.5435004110474421,2.2474,6.401748299765451,0,0,0,0,0,0,0,0,0
Br/C=C/c1ccccc1,-0.8824025908452862,181.973112324,0.0,0,0,1,1,9,1,0,0.0,0.6270916563222549,3.052200000000001,7.3957861676560235,0,0,0,1,0,1,0,0,0
Brc1c(Br)c(Br)c(OCCOc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,-1.1855073347770304,993.2045003680003,0.14285714285714285,2,0,2,12,26,5,0,18.46,0.168857873858709,10.769399999999997,4.111496377834443,0,0,0,2,0,2,0,0,0
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,-0.3190868275509582,949.1782856200001,0.0,1,0,2,11,23,2,0,9.23,0.21531038034635197,11.1039,2.830229422514325,0,0,0,2,0,2,0,0,0
O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,-1.3337203313112485,459.6580922600001,0.0,3,0,2,7,15,0,0,43.370000000000005,0.2523528670738498,4.0472,3.1330348939518453,0,1,1,1,0,1,0,0,0
Brc1c[nH]cn1,-0.23099999999999987,145.947960196,0.0,2,1,1,3,6,0,0,28.68,0.5856739750252113,1.1721999999999997,6.3623912179278985,0,0,0,0,1,1,0,0,0
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,-1.1626388683520468,681.5624520960004,0.14285714285714285,2,0,2,8,22,5,0,18.46,0.3001288409765404,7.719400000000003,5.647739557379798,0,0,0,2,0,2,0,0,0
Brc1cc(Oc2cc(Br)c(Br)c(Br)c2Br)c(Br)c(Br)c1Br,-0.7950866211796339,793.3572614840002,0.0,1,0,2,9,21,2,0,9.23,0.21742624437475128,9.5789,4.092844687288046,0,0,0,2,0,2,0,0,0
Brc1cc(-c2cc(Br)c(Br)c(Br)c2)cc(Br)c1Br,-1.5347148909888335,621.5413227280002,0.0,0,0,2,6,18,1,0,0.0,0.28204072949148024,7.928600000000002,4.901321568221784,0,0,0,2,0,2,0,0,0
Brc1cc2c(cc1Br)Oc1cc(Br)c(Br)cc1O2,3.6990113412485304,495.69447776800007,0.0,2,0,3,6,18,0,0,18.46,0.34537827912846153,6.6346000000000025,4.988263999524041,0,1,1,2,0,2,0,0,0
O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1c(Br)ccc(Br)c1C3=O,-0.861972876206281,487.90475376000023,0.0,2,0,6,4,28,0,0,34.14,0.23521925619074577,6.787600000000004,6.116333428226973,2,0,2,4,0,4,0,0,0
O=C1Oc2ccccc2C(=O)C1C1CC(c2ccc(CCc3ccc(Br)cc3)cc2)Cc2ccccc21,2.8277682419131365,550.1143568240007,0.21212121212121213,3,0,6,4,37,5,0,43.370000000000005,0.14691827097531107,7.466000000000006,8.201456127277861,1,1,2,4,0,4,0,0,0
Brc1ccc(CNC2=NCCS2)cc1,0.5302202754498324,269.9826314520003,0.3,2,1,2,4,14,2,0,24.39,0.8938452970042583,2.6415000000000006,7.270958928484333,0,1,1,1,0,1,0,0,0
O=C1Oc2ccccc2C(=O)C1C1CC(c2ccc(OCc3ccc(Br)cc3)cc2)Cc2ccccc21,2.7431264582878327,552.0936213800006,0.1875,4,0,6,5,37,5,0,52.6,0.14836887107838223,7.2598000000000065,8.114826343565053,1,1,2,4,0,4,0,0,0
O=CNc1ccc(Br)cc1,-0.747991965232729,198.963275912,0.0,2,1,1,3,10,1,0,29.1,0.7265660829984282,2.0173999999999994,6.707203090732948,0,0,0,1,0,1,0,0,0
Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,-1.0789883552394617,559.6257252800002,0.0,1,0,2,6,18,2,0,9.23,0.3482687048868971,7.291400000000002,5.5074881432476275,0,0,0,2,0,2,0,0,0
O=C1Oc2ccccc2C(=O)C1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,3.283226302741916,522.0830566960005,0.16129032258064516,3,0,6,4,35,3,0,43.370000000000005,0.16029076298795703,7.3478000000000065,7.90002813665437,1,1,2,4,0,4,0,0,0
O=C1Sc2ccccc2C(=O)C1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,2.9920150961455865,538.0602130760005,0.16129032258064516,2,0,6,4,35,3,0,34.14,0.2471198588835477,8.061100000000007,7.934423643918248,1,1,2,4,0,4,0,0,0
O=C=Nc1ccc(Br)cc1,-1.208404160970556,196.947625848,0.0,2,0,1,3,10,1,0,29.43,0.5027688999060538,2.4164000000000003,6.061976739538292,0,0,0,1,0,1,0,0,0
S=C=Nc1ccc(Br)cc1,-0.27099159678016804,212.924782228,0.0,1,0,1,3,10,1,0,12.36,0.5161403516134332,3.1834000000000007,6.141011354922907,0,0,0,1,0,1,0,0,0
O=C1C=Cc2cc(Br)ccc2C1=O,-1.2159887125128694,235.9472915,0.0,2,0,2,3,13,0,0,34.14,0.6480849496389218,2.2277000000000005,5.850498703583888,1,0,1,1,0,1,0,0,0
O=C1c2ccc(Br)cc2C(=O)C1(Br)c1ccc2ccccc2c1,-0.8435140992702085,427.90475376000023,0.05263157894736842,2,0,4,4,23,1,0,34.14,0.38959217079562386,5.271700000000004,7.119440043919288,1,0,1,3,0,3,0,0,0
O=C1c2ccc(Br)cc2C(=O)C1c1ccccc1,0.3030126332240173,299.97859162800023,0.06666666666666667,2,0,3,3,18,1,0,34.14,0.754026205373999,3.611900000000002,7.082006959178784,1,0,1,2,0,2,0,0,0
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,-0.7899940731696438,315.0007240400003,0.07142857142857142,4,1,3,5,19,1,0,54.35,0.8791762540409915,2.6336000000000004,6.794755998444303,0,1,1,1,1,2,0,0,0
O=c1[nH]c2ccc(Br)cc2o1,-0.6699999999999999,212.942540468,0.0,3,1,2,4,11,0,0,46.0,0.7270885626341016,1.8835999999999997,5.790598207561312,0,0,0,1,1,2,0,0,0
Brc1ccc2[nH]cc(CC3CCNCC3)c2c1,1.0690095277104705,292.05751064400044,0.42857142857142855,2,2,3,3,17,2,0,27.82,0.8715063248985071,3.472500000000001,7.90405746604939,0,1,1,1,1,2,0,1,1
O=C1c2ccccc2-c2ccc3c4c(ccc1c24)-c1ccc(Br)c(Br)c1C3=O,-0.8623028462062795,487.90475376000023,0.0,2,0,6,4,28,0,0,34.14,0.23521925619074596,6.787600000000004,6.142226997873658,2,0,2,4,0,4,0,0,0
O=c1[nH]c2cc(Br)ccc2o1,-0.6909999999999998,212.942540468,0.0,3,1,2,4,11,0,0,46.0,0.7270885626341016,1.8836,5.790598207561312,0,0,0,1,1,2,0,0,0
O=Cc1cccc(Br)c1,-0.7839878711510104,183.95237688,0.0,1,0,1,2,9,1,0,17.07,0.6129142562953821,2.2615999999999996,6.512269157120709,0,0,0,1,0,1,0,0,0
Brc1cccc(Oc2ccccc2)c1,-1.1087329066354374,247.983677008,0.0,1,0,2,2,14,2,0,9.23,0.7728698187203585,4.241400000000002,6.957961937250236,0,0,0,2,0,2,0,0,0
O=C1CC(c2cccc(Br)c2)C(=O)N1,-0.8379919279457574,252.973840596,0.2,3,1,2,4,14,1,0,46.17,0.7731425896640828,1.5791999999999995,7.025157337197025,0,1,1,1,0,1,0,1,1
O=C1c2cccc(Br)c2C(=O)C1c1ccccc1,-0.3929872967759827,299.97859162800023,0.06666666666666667,2,0,3,3,18,1,0,34.14,0.754026205373999,3.611900000000002,7.097849768543334,1,0,1,2,0,2,0,0,0
Brc1cccc2ccccc12,-0.5923197654233104,205.973112324,0.0,0,0,2,1,11,0,0,0.0,0.6185548726384287,3.6023000000000014,6.9001124159584695,0,0,0,2,0,2,0,0,0
Brc1ccccc1,-1.1810072217747671,155.95746226,0.0,0,0,1,1,7,0,0,0.0,0.5420450088370231,2.4491000000000005,6.960723099869376,0,0,0,1,0,1,0,0,0
C=Cc1ccccc1Br,-1.5386395340385266,181.973112324,0.0,0,0,1,1,9,1,0,0.0,0.6269737711635788,3.092100000000001,7.157739629194486,0,0,0,1,0,1,0,0,0
Brc1cnc2ccccc2c1,-1.2271297070675817,206.968361292,0.0,1,0,2,2,11,0,0,12.89,0.6479326565476233,2.997300000000001,6.585818679742654,0,0,0,1,1,2,0,0,0
Brc1cnc[nH]1,-0.2309964632196239,145.947960196,0.0,2,1,1,3,6,0,0,28.68,0.5856739750252113,1.1721999999999997,6.470559779800807,0,0,0,0,1,1,0,0,0
Brc1nc(Br)c(Br)[nH]1,0.9520064053683494,301.76898433200006,0.0,2,1,1,5,8,0,0,28.68,0.7842268420231563,2.6972,4.698408609232245,0,0,0,0,1,1,0,0,0
C#CCCCC#C,-1.3969823512864563,92.062600256,0.42857142857142855,0,0,0,0,7,2,0,0.0,0.3567491625148845,1.4231,7.760504374094655,0,0,0,0,0,0,0,0,0
C#CCOCC#C,-0.7579875825018149,94.041864812,0.3333333333333333,1,0,0,1,7,2,0,9.23,0.3522871730145378,0.2694,7.3743530367221135,0,0,0,0,0,0,0,0,0
C(=N/C(/N=C/c1ccco1)c1ccco1)\c1ccco1,-0.1729946105663801,268.0847922440003,0.06666666666666667,5,0,3,5,20,5,0,64.14,0.6625179297947601,3.7024000000000026,7.4505795794105865,0,0,0,0,3,3,0,0,0
C(=N/c1ccc(/N=C/c2ccco2)cc1)\c1ccco1,-0.6639928501501404,264.0898776240002,0.0,4,0,3,4,20,4,0,51.0,0.6566565418782329,4.373800000000003,7.2852696005312545,0,0,0,1,2,3,0,0,0
c1ccc(CC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1,0.4487347822363149,348.2565490240009,0.5,2,0,4,2,26,5,0,6.48,0.7565038930030923,4.9207000000000045,8.230899149463836,1,1,2,2,0,2,1,1,2
c1ccc(C(Cc2ccccc2OP(Oc2ccccc2CC(c2ccccc2)c2ccccc2)Oc2ccccc2CC(c2ccccc2)c2ccccc2)c2ccccc2)cc1,-0.9362873782530402,850.3575821220014,0.1,3,0,9,4,64,18,0,27.69,0.08051798560186675,15.574099999999962,8.624814239507069,0,0,0,9,0,9,0,0,0
c1nc(NC2CC2)c2ncn(CC3CC3)c2n1,0.15599796119506243,229.13274547999998,0.5833333333333334,5,1,4,5,17,4,0,55.63,0.8683338856723466,1.8105999999999998,7.3950112068555285,2,0,2,0,2,2,2,0,2
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,0.11901029654031908,322.1503697040006,0.4,2,0,6,3,23,2,0,6.48,0.7956818657710317,4.631100000000004,8.189620478742627,0,4,4,2,0,2,0,3,3
c1cc(CN(CC2CO2)CC2CO2)cc(CN(CC2CO2)CC2CO2)c1,-0.27566710387883103,360.20490737600073,0.7,6,0,5,6,26,12,0,56.6,0.516121458767306,0.8858000000000006,8.160933380736605,0,4,4,1,0,1,0,4,4
c1ccc(N(CC2CO2)CC2CO2)cc1,-0.9679916122035925,205.11027872,0.5,3,0,3,3,15,5,0,28.299999999999997,0.6780322213810618,1.2905999999999995,7.1620335573168,0,2,2,1,0,1,0,2,2
c1cc(CC2CO2)cc(CC2CO2)c1,-1.342987651585315,190.099379688,0.5,2,0,3,2,14,4,0,25.06,0.6731828333802271,1.5692,6.704583990001266,0,2,2,1,0,1,0,2,2
c1ccc(CC2OCCO2)cc1,-1.1269884531602123,164.083729624,0.4,2,0,2,2,12,2,0,18.46,0.6606542414078403,1.6019999999999999,7.685349727066941,0,1,1,1,0,1,0,1,1
C(CC1CO1)OCCC1CO1,-0.8619919786451073,158.094294308,1.0,3,0,2,3,11,6,0,34.29,0.418658962037316,0.5808,6.94072166490876,0,2,2,0,0,0,0,2,2
C(CCC1CO1)CC1CO1,-0.8749895545447068,142.099379688,1.0,2,0,2,2,10,5,0,25.06,0.4272808608664348,1.3444,7.069159219486265,0,2,2,0,0,0,0,2,2
C(=N/CCCCCC/N=C/c1ccco1)\c1ccco1,-0.25499271957488195,272.15247788000045,0.375,4,0,2,4,20,9,0,51.0,0.5119915786302763,3.9710000000000036,3.3455131227973283,0,0,0,0,2,2,0,0,0
c1ccc2c(OCCN3CCCC3)ccnc2c1,-0.06299184316599671,242.141913196,0.4,3,0,3,3,18,4,0,25.36,0.8239525226709432,2.7094000000000005,7.876769417155609,0,1,1,1,1,2,0,1,1
c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,-0.43599160209448773,295.2048478000007,0.42105263157894735,3,0,3,3,22,6,0,19.37,0.8118662765091913,3.5741000000000023,7.197447546943025,0,1,1,1,1,2,0,1,1
c1ccc2c(C(CCN3CCOCC3)CCN3CCOCC3)cccc2c1,-0.283989989833672,368.2463782640009,0.5652173913043478,4,0,4,4,27,7,0,24.94,0.7481066528405997,3.368000000000002,7.58218202492755,0,2,2,2,0,2,0,2,2
c1ccc2c(c1)Sc1ccccc1N2CCCN1CCOCC1,-0.48598983955158137,326.1452843240006,0.3684210526315789,3,0,4,4,23,4,0,15.71,0.8429628949729534,4.011600000000003,2.5043915527450835,0,2,2,2,0,2,0,1,1
c1ccc2c(C3CCN(CCN4CCOCC4)C3)c[nH]c2c1,-0.6268263303907856,299.1997624200007,0.5555555555555556,4,1,4,4,22,4,0,31.5,0.9397277016189888,2.2893999999999997,7.89002782141171,0,2,2,1,1,2,0,2,2
C1CCc2c(n[nH]c2OCCN2CCOCC2)C1,-0.8039942667322114,251.163376912,0.7692307692307693,5,1,3,5,18,4,0,50.38,0.8670876215182092,0.9994999999999994,6.055028342461266,1,1,2,0,1,1,0,1,1
C1CCc2c(OCCN3CCOCC3)n[nH]c2C1,-0.8039999999999998,251.163376912,0.7692307692307693,5,1,3,5,18,4,0,50.38,0.8670876215182092,0.9994999999999994,5.885317232856515,1,1,2,0,1,1,0,1,1
c1ccc2c(NCCCN3CCOCC3)cccc2c1,-1.261329644218711,270.1732133240004,0.4117647058823529,3,1,3,3,20,5,0,24.5,0.8453879508318562,2.974000000000001,6.716850005368222,0,1,1,2,0,2,0,1,1
c1ccc2c(NCCCN3CCOCC3)n[nH]c2c1,-0.5439981199991791,260.1637112600001,0.5,5,2,3,5,19,5,0,53.18000000000001,0.8034288260036645,1.6970999999999996,5.713268832746538,0,1,1,1,1,2,0,1,1
C(COCC1CO1)OCC1CO1,-1.2049939865247927,174.089208928,1.0,4,0,2,4,12,7,0,43.519999999999996,0.3963780312802888,-0.18280000000000007,6.408700734525273,0,2,2,0,0,0,0,2,2
c1ccc(-c2ccc(CCOc3ncnc4ccccc34)cc2)cc1,-0.5469493320087457,326.1419131960005,0.09090909090909091,3,0,4,3,25,5,0,35.010000000000005,0.5220574467887965,4.918300000000003,7.665509419946256,0,0,0,3,1,4,0,0,0
c1ccc(CCc2ccccc2)cc1,-1.3939823442682755,182.109550448,0.14285714285714285,0,0,2,0,14,3,0,0.0,0.6814602021498523,3.4718000000000018,7.461298077941798,0,0,0,2,0,2,0,0,0
C1CCC(CNC2=NCCS2)CC1,0.5980077768777179,198.119069576,0.9,2,1,2,3,13,2,0,24.39,0.735768407009454,2.2591,6.642236324091739,1,1,2,0,0,0,1,0,1
C1CC2CC1CC2CNCC1CC2CCC1C2,-0.7809863475762646,233.21434986399998,1.0,1,1,4,1,17,4,0,12.03,0.784013325804003,3.448400000000002,9.010293889049812,4,0,4,0,0,0,4,0,4
c1ccc(CNCc2ccccc2)cc1,-0.5056436959979118,197.12044948,0.14285714285714285,1,1,2,1,15,4,0,12.03,0.7941891118142107,2.9764000000000017,7.658840677164235,0,0,0,2,0,2,0,0,0
c1ccc(CNc2[nH]cnc3ncnc2-3)cc1,-0.9750000000000001,225.10144535199998,0.08333333333333333,5,2,3,5,17,3,0,66.49000000000001,0.7142425525220055,1.9165999999999999,7.1729763539355815,0,2,2,1,0,1,0,0,0
c1ccc(CNc2ncnc3c2NCN3)cc1,-0.9660021611000105,227.11709541599998,0.16666666666666666,5,3,3,5,17,3,0,61.870000000000005,0.7470150734981099,1.8835999999999997,7.529491415355573,0,1,1,1,1,2,0,0,0
c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1,-0.723998487940341,309.1589602280005,0.35294117647058826,6,1,4,6,23,4,0,64.86,0.8018252361402687,3.137500000000002,6.366616916636077,0,1,1,1,2,3,0,1,1
c1ccc(CNc2ncnc3nc[nH]c23)cc1,-1.0698948991225727,225.10144535199998,0.08333333333333333,5,2,3,5,17,3,0,66.49000000000001,0.7147392861192281,1.9649999999999999,7.1405346258007025,0,0,0,1,2,3,0,0,0
c1nnc(NCNc2nncs2)s1,-0.08400779745272186,214.00953619199998,0.2,6,2,2,8,13,4,0,75.62,0.73549127308384,0.8710999999999998,6.235615459361622,0,0,0,0,2,2,0,0,0
C1COC(OCC2CO2)C(OCC2CO2)O1,-0.6629954171300376,232.094688232,1.0,6,0,3,6,16,6,0,61.980000000000004,0.5761522784916969,-0.4837999999999998,7.325727276424366,0,3,3,0,0,0,0,3,3
C1CC(COCC2CO2)CCC1COCC1CO1,-0.631789430471368,256.167459248,1.0,4,0,3,4,18,8,0,43.52,0.6190348420001097,1.6236,7.717353384627428,1,2,3,0,0,0,1,2,3
C(OCC1CO1)C1CO1,-0.53899400821608,130.06299418,1.0,3,0,2,3,9,4,0,34.29,0.49414083952274884,-0.19940000000000002,5.565740127689299,0,2,2,0,0,0,0,2,2
C1OCC(COCC2COCO2)O1,-1.4319956357952468,190.084123548,1.0,5,0,2,5,13,4,0,46.150000000000006,0.6113268893502132,-0.2512000000000001,6.643978588463161,0,2,2,0,0,0,0,2,2
c1ccc(COCc2ccccc2)cc1,-1.1009848163854496,198.104465068,0.14285714285714285,1,0,2,1,15,4,0,9.23,0.7312006902877912,3.403400000000002,7.471566380569346,0,0,0,2,0,2,0,0,0
c1coc(COCc2ccco2)c1,-0.07099078807726217,178.06299418,0.2,3,0,2,3,13,4,0,35.510000000000005,0.7213532648928302,2.5894000000000004,7.23767473265426,0,0,0,0,2,2,0,0,0
c1cc(CC2CO2)c(OCC2CO2)c(CC2CO2)c1,-0.8519899994316739,262.1205090560002,0.6,4,0,4,4,19,7,0,46.82,0.6958355521397636,1.3467999999999998,7.288949199589793,0,3,3,1,0,1,0,3,3
c1cc(OCC2CO2)ccc1CC1CO1,-1.3180192888065847,206.094294308,0.5,3,0,3,3,15,5,0,34.29,0.682932938575196,1.4055,6.510684919435609,0,2,2,1,0,1,0,2,2
c1coc(OCC2CO2)c1,-0.8949930480200264,140.047344116,0.42857142857142855,3,0,2,3,10,3,0,34.9,0.5885485855429616,1.0572,7.555136958449735,0,1,1,0,1,1,0,1,1
C(Oc1nc(OCC2CO2)nc(OCC2CO2)n1)C1CO1,-0.752001579000058,297.0960852000004,0.75,9,0,4,9,21,9,0,103.95,0.5417956082222611,-0.795599999999999,7.476118176457906,0,3,3,0,1,1,0,3,3
C1OC1CSCC1CO1,0.6600009361669763,146.04015056,1.0,2,0,2,3,9,4,0,25.06,0.5404289459567143,0.5172,5.922313139099446,0,2,2,0,0,0,0,2,2
c1ccc(CSCc2ccccc2)cc1,-0.9698917530407719,214.081621448,0.14285714285714285,0,0,2,1,15,4,0,0.0,0.7374218696001749,4.120000000000003,7.494717908493477,0,0,0,2,0,2,0,0,0
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-1.246384460018636,368.2252488960008,0.23076923076923078,2,0,4,2,28,6,0,6.48,0.5966660766331067,5.1070000000000055,7.410280621195509,0,1,1,3,0,3,0,1,1
c1ccc(Cc2ccccc2)cc1,-1.1259823157789954,168.093900384,0.07692307692307693,0,0,2,0,13,2,0,0.0,0.6452001853099995,3.277400000000002,7.37284448565733,0,0,0,2,0,2,0,0,0
c1ccc(Cc2ccncc2)cc1,-0.5449876442107948,169.089149352,0.08333333333333333,1,0,2,1,13,2,0,12.89,0.6731432607352005,2.6724000000000006,7.428263403547568,0,0,0,1,1,2,0,0,0
c1ccc(Cn2ccnc2-c2nnn[nH]2)cc1,-1.2474422552215167,226.09669431999998,0.09090909090909091,6,1,3,6,17,3,0,72.28,0.7257454316983506,1.1114999999999997,6.940550013842355,0,0,0,1,2,3,0,0,0
c1ccc(Cn2cncn2)cc1,-0.6549992484070237,159.079647288,0.1111111111111111,3,0,2,3,12,2,0,30.71,0.6613641361270438,1.3263999999999998,7.2279487486372975,0,0,0,1,1,2,0,0,0
c1ccc2oc(C3(Cn4ccnc4)OCCCO3)cc2c1,-0.546147820836855,284.1160923720004,0.3125,5,0,4,5,21,3,0,49.42,0.7417223886890666,2.919200000000001,7.6754340296399395,0,1,1,1,2,3,0,1,1
