X,Y,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
N#CCc1ccccc1C#Cc1ccc(CCC(=O)O)c(F)c1,1.857332496,307.1008569080004,0.15789473684210525,3,1,2,4,23,4,0,61.089999999999996,0.8815427936647026,3.3087800000000023,7.094424931526407,0,0,0,2,0,2,0,0,0
COc1cccc(-c2cccc(C3(C)CCSC(N)=N3)c2)c1,1.857332496,312.1296342600006,0.2777777777777778,3,2,3,4,22,5,0,47.61,0.9305734877513481,4.029000000000003,7.035962882612295,0,1,1,2,0,2,0,0,0
N#Cc1cccc(Cn2cccn2)c1,1.85672889,183.079647288,0.09090909090909091,3,0,2,3,14,2,0,41.61,0.7119802256009079,1.80308,6.896649290574877,0,0,0,1,1,2,0,0,0
O=C(c1ccc(CN2CCOCC2)cc1)N1CCN(C2CCC2)CC1,1.852479994,343.2259771680008,0.65,5,0,4,5,25,4,0,36.02000000000001,0.8356580522451729,1.8290999999999997,7.25059783694306,1,2,3,1,0,1,1,2,3
c1ccc(Cn2cnc3ccccc32)cc1,1.851869601,208.100048384,0.07142857142857142,2,0,3,2,16,2,0,17.82,0.6324617754811027,3.084600000000001,7.435392160047279,0,0,0,2,1,3,0,0,0
COC[C@H]1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,1.84509804,344.19607400800066,0.5294117647058824,8,1,3,8,25,9,0,85.17,0.8909225778819789,1.8527399999999996,6.7008576745294635,0,1,1,0,2,2,0,1,1
CCN(C(=O)C(C)C)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,1.839478047,357.1163481040005,0.5333333333333333,3,1,1,9,24,8,0,40.540000000000006,0.8275827875501766,4.007700000000003,7.2276964668459325,0,0,0,1,0,1,0,0,0
C#CCNc1ccnc2sc3c(=O)n(-c4ccc(OC)cc4)cnc3c12,1.838849091,362.08374668800036,0.10526315789473684,6,1,4,7,26,5,0,69.03999999999999,0.5652610833395614,3.049100000000001,6.923241217399671,0,0,0,1,3,4,0,0,0
CCN(C(=O)N1CCOCC1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,1.833784375,400.12216175600054,0.5625,5,1,2,11,27,5,0,53.010000000000005,0.7928648930726772,3.2773000000000025,7.300866863771743,0,1,1,1,0,1,0,1,1
c1ccc(Cn2ccnc2)cc1,1.833147112,158.08439832,0.1,2,0,2,2,12,2,0,17.82,0.6526244921045413,1.9313999999999998,7.471483796747196,0,0,0,1,1,2,0,0,0
N#Cc1cccc(Cn2ccnc2)c1,1.831229694,183.079647288,0.09090909090909091,3,0,2,3,14,2,0,41.61,0.7119802256009079,1.80308,6.905423997224159,0,0,0,1,1,2,0,0,0
COc1cc2c(cc1OC)CN(CCCC1=CCCc3cc(OC)c(OC)cc31)CC2,1.827369273,423.2409585360009,0.46153846153846156,5,0,4,5,31,12,0,40.160000000000004,0.6046506423095868,4.889100000000005,7.340358894758578,1,1,2,2,0,2,0,0,0
O=C(C1CCOCC1)N1CCCN(c2nc(-c3ccccc3)ns2)CC1,1.826074803,372.16199700800064,0.5263157894736842,6,0,4,7,26,3,0,58.56,0.829041168358983,2.6704000000000008,4.81389351940739,0,2,2,1,1,2,0,2,2
COc1ccc(Nc2nc3cc(C(N)=O)ccc3n2Cc2ccccc2C(F)(F)F)cc1,1.826074803,440.14601050800053,0.13043478260869565,6,3,4,9,32,7,0,82.17,0.44433097429323953,4.954500000000002,7.46503051066871,0,0,0,3,1,4,0,0,0
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)cc4)C3)o2)cc1,1.826074803,408.1797552480007,0.3181818181818182,8,0,4,8,30,10,0,80.92999999999999,0.594534114453498,2.7102000000000004,7.850857180055521,0,1,1,2,1,3,0,1,1
O=C(Nc1cncc(Oc2cncnc2)n1)c1cc(Cl)ccn1,1.824776462,328.0475512080003,0.0,8,1,3,9,23,4,0,102.78,0.7836352946692426,2.3595999999999995,6.363214050088245,0,0,0,0,3,3,0,0,0
N#Cc1cccc(Cc2ncccn2)c1,1.824125834,195.079647288,0.08333333333333333,3,0,2,3,15,2,0,49.57,0.7353231164212183,1.93908,6.787901290342376,0,0,0,1,1,2,0,0,0
O=C1c2cc(F)ccc2-n2c1nc1ccccc1c2=O,1.823474229,266.0491556840002,0.0,4,0,4,5,20,0,0,51.96,0.48931775315751574,2.0692,5.788770382206385,0,1,1,2,1,3,0,0,0
O=C1CC(=O)N(CCc2cccc(F)c2)C(=O)N1CCc1cccc(F)c1,1.821513528,372.1285488760005,0.25,5,0,3,7,27,6,0,57.690000000000005,0.7329074080828126,2.930900000000001,7.195049579994773,0,1,1,2,0,2,0,1,1
O=C(Nc1ccc(Oc2ncnc3cc(Cl)ccc23)nc1)Nc1cccc(C(F)(F)F)c1,1.821054755,459.07098699600044,0.047619047619047616,7,2,4,11,32,4,0,89.03,0.38277285038121733,6.133300000000002,6.775811091851357,0,0,0,2,2,4,0,0,0
CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,1.819543936,346.08509786000053,0.5333333333333333,5,2,2,7,22,8,0,61.80000000000001,0.8598510559963801,2.9217000000000013,4.988160728661199,0,1,1,1,0,1,0,1,1
Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,1.819543936,364.18992600800067,0.3333333333333333,6,1,4,6,27,6,0,58.870000000000005,0.7711695553684452,3.012620000000001,7.44313755637971,0,1,1,1,2,3,0,1,1
Cc1ccc(-c2cccc([S@]3(=O)=NC(=O)[C@H](C)N3)c2)cc1,1.819543936,300.0932487520005,0.1875,4,1,3,5,21,4,0,58.53,0.9267447551725013,2.922220000000001,7.022837985098645,0,1,1,2,0,2,0,0,0
C[C@@H]1C=C2C(=O)O[C@@H]3CC[C@H](C1)[C@]23O,1.818885415,194.094294308,0.7272727272727273,3,1,3,3,14,2,0,46.53,0.5855022561069017,1.0191,7.622475853595551,2,1,3,0,0,0,1,1,2
N#Cc1cccc(Cn2cnc3ccccc32)c1,1.818225894,233.095297352,0.06666666666666667,3,0,3,3,18,2,0,41.61,0.6824704654183068,2.9562800000000014,7.006417536905841,0,0,0,2,1,3,0,0,0
OCCCNc1ccc2c(c1)nc(-c1ccc3c(c1)OCO3)n1ncnc21,1.815577748,363.1331394040006,0.21052631578947367,8,2,5,8,27,6,0,93.8,0.5261334345899575,2.4674999999999994,7.399040198493836,0,1,1,2,2,4,0,0,0
CCN1CC(C)(C)OC(=O)C1CC(=O)Nc1ccc(C(C)C)cc1,1.812913357,332.2099927560008,0.5789473684210527,5,1,2,5,24,10,0,58.64,0.8415794549384298,3.164500000000001,7.874866968176145,0,1,1,1,0,1,0,1,1
CC(Nc1ccccc1)c1cc(C(=O)O)cn2c(=O)cc(N3CCOCC3)nc12,1.812913357,394.16410518400056,0.2857142857142857,8,2,4,8,29,6,0,96.17,0.6859188391411959,2.402399999999999,6.931488892414843,0,1,1,1,2,3,0,1,1
Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4c(F)cccc4-n4nccn4)C[C@H]3C2)n1,1.80685803,407.1869865440007,0.38095238095238093,8,0,5,9,30,5,0,80.04,0.660976384399473,2.02164,6.82933998694943,0,2,2,1,2,3,0,2,2
CSc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(C)ns2)n1,1.80140371,343.06738541600043,0.14285714285714285,7,2,4,9,23,6,0,83.78999999999999,0.5529260205074162,3.349820000000001,7.0027792956981205,0,0,0,0,4,4,0,0,0
CCCn1c(=O)c2cccnc2n(CCC)c1=O,1.799340549,247.132076784,0.46153846153846156,5,0,2,5,18,6,0,56.89,0.8197364312095208,1.3781999999999999,7.300304760463746,0,0,0,0,2,2,0,0,0
Cn1c(COCc2ccccc2Cl)c2c(=O)n(-c3ccccc3Cl)[nH]c2cc1=O,1.796574333,429.0646967640005,0.14285714285714285,6,1,4,8,29,6,0,69.02,0.5197898854985743,4.041100000000003,7.298558735512669,0,0,0,2,2,4,0,0,0
Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4cccc(F)c4-n4nccn4)C[C@H]3C2)n1,1.794488047,407.1869865440007,0.38095238095238093,8,0,5,9,30,5,0,80.04,0.660976384399473,2.02164,6.860586242269464,0,2,2,1,2,3,0,2,2
COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,1.792391689,518.1157110200005,0.1111111111111111,8,2,5,10,37,8,0,105.93,0.3347159311313273,5.746100000000004,7.494440966840103,0,1,1,3,1,4,0,0,0
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)c(F)c4)C3)o2)cc1,1.792391689,426.17033343600065,0.3181818181818182,8,0,4,9,31,10,0,80.92999999999999,0.5746709660577078,2.8493000000000013,7.684207095833174,0,1,1,2,1,3,0,1,1
Cc1cc(CN(C)C)ccc1OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1,1.792391689,392.1848406280007,0.3181818181818182,7,0,4,7,29,9,0,71.7,0.6421983115909918,3.0100200000000017,7.874382163136813,0,1,1,2,1,3,0,1,1
O=C(C1CCOCC1)N1CCCN(c2nc3ccc(Cl)cc3s2)CC1,1.792391689,379.11212562400056,0.5555555555555556,5,0,4,7,25,2,0,45.67,0.8016662767902263,3.415000000000002,7.770825065833414,0,2,2,1,1,2,0,2,2
COc1ccc2c(c1)C(CCCN1CCc3cc(OC)c(OC)cc3C1)=CCC2,1.785329835,393.2303938520009,0.44,4,0,4,4,29,10,0,30.930000000000003,0.6707855982292882,4.880500000000005,7.430114096164922,1,1,2,2,0,2,0,0,0
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(COC6)C5)cc4)C3)o2)cc1,1.785329835,462.1903199320007,0.4,9,0,6,9,34,8,0,90.16,0.5291317168241424,2.4808000000000003,7.274982504523358,0,3,3,2,1,3,0,3,3
O=C1C2=Nc3ccccc3CN2c2ccc(Cl)cc21,1.783903579,268.0403405880003,0.06666666666666667,3,0,4,4,19,0,0,32.67,0.7314369923320722,3.586500000000002,6.5016313592042865,0,2,2,2,0,2,0,0,0
O=C1c2ccccc2-n2c1nc1ccccc1c2=O,1.778874472,248.058577496,0.0,4,0,4,4,19,0,0,51.96,0.47751600838093333,1.9301000000000001,6.119104510050373,0,1,1,2,1,3,0,0,0
COc1cc2c(cc1OC)CN(C(=O)c1ccc(-c3ccccc3)cc1)CC2,1.778874472,373.16779359600065,0.20833333333333334,4,0,4,4,28,6,0,38.77,0.6724467224751155,4.569300000000004,7.870784085431113,0,1,1,3,0,3,0,0,0
O=C(N[C@@H](Cc1ccccc1)C(=O)NO)OCc1ccccc1,1.77815125,314.1266570560005,0.17647058823529413,6,3,2,6,23,7,0,87.66000000000001,0.5621922291252249,2.0294999999999996,6.566409929818761,0,0,0,2,0,2,0,0,0
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCOC6)C5)cc4)C3)o2)cc1,1.77815125,476.20596999600076,0.4230769230769231,9,0,6,9,35,8,0,90.16,0.5143466090278422,2.8709000000000007,7.58882255632726,0,3,3,2,1,3,0,3,3
CCCN(CCO)C(=O)c1cc2ccccn2c1-c1ccccc1,1.77815125,322.1681279440006,0.25,4,1,3,4,24,8,0,44.95,0.7552938502820535,3.4508000000000028,5.769877486438483,0,0,0,1,2,3,0,0,0
CC(C)C[C@H](OC(=O)C(C)(C)C)C(=O)NC1(C(=O)N[C@@H](CCc2ccccc2)C(=O)OC(C)(C)C)CCCC1,1.77815125,544.3512372560012,0.6774193548387096,8,2,2,8,39,13,0,110.8,0.3843698329683963,4.878700000000004,8.83648903214384,1,0,1,1,0,1,1,0,1
O=C1c2cc(C(=O)N3CCCCC3)ccc2-n2c1nc1ccccc1c2=O,1.777426822,359.1269914040005,0.23809523809523808,6,0,5,6,27,1,0,72.27000000000001,0.5235771187650244,2.5562000000000005,7.061998572836884,0,2,2,2,1,3,0,1,1
O=C(c1nnc(-c2ccccc2Cl)o1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1,1.770852012,466.1771684040008,0.4,7,0,5,8,33,6,0,71.7,0.5253801664511852,4.669400000000004,6.203611375636406,0,2,2,2,1,3,0,2,2
COc1cccc2c1CCC/C2=C\CCN1CCCCC1,1.766412847,285.20926448400076,0.5789473684210527,2,0,3,2,21,5,0,12.47,0.81793913051992,4.290900000000003,7.479087702258913,1,1,2,1,0,1,0,1,1
Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,1.765668555,320.13855913200047,0.17647058823529413,7,3,4,7,24,4,0,98.72,0.766702711684713,1.8182,7.171895351614969,1,0,1,1,2,3,0,0,0
Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncn2)cc1=O,1.765668555,367.1444530360005,0.2631578947368421,7,0,4,8,27,4,0,73.14,0.7046048750113348,1.9542999999999993,7.885265343629989,0,1,1,1,2,3,0,1,1
Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4ccc(F)cc4-n4nccn4)C[C@H]3C2)n1,1.764176132,407.1869865440007,0.38095238095238093,8,0,5,9,30,5,0,80.04,0.660976384399473,2.02164,6.817121078492271,0,2,2,1,2,3,0,2,2
COc1cccc(-c2c(C(=O)N3CCCCC3CO)cc3ccccn23)c1,1.763427994,364.17869262800065,0.3181818181818182,5,1,4,5,27,6,0,54.18000000000001,0.76952760830861,3.6019000000000028,7.508629512228323,0,1,1,1,2,3,0,1,1
CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3OC)cc(Cl)c2NC1=O,1.763427994,505.06860404800045,0.3,8,3,3,13,33,8,0,113.60000000000001,0.5677709834571236,4.018800000000002,7.670432998592825,0,1,1,2,0,2,0,0,0
Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CCO)CC3)cc2)nc1C(N)=O,1.763427994,353.2103271040007,0.47619047619047616,5,3,3,5,26,8,0,89.10000000000001,0.8605604722535525,3.5155400000000023,6.871994890729809,1,0,1,1,1,2,1,0,1
COc1cc(C=C2CCCN(C(C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,1.762678564,419.2009052920007,0.28,5,0,4,6,31,8,0,47.36,0.5410581366898596,5.095420000000005,7.59468280520395,0,1,1,2,1,3,0,1,1
Nc1cccc(Cn2cnc3ccccc32)c1,1.758911892,223.110947416,0.07142857142857142,3,2,3,3,17,3,0,43.84,0.6786548517941836,2.666800000000001,7.469535770999929,0,0,0,2,1,3,0,0,0
